Timestamp	Longitude	Latitude	Operatorname	Operator	Cellname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	ARFCN	PSC	Altitude	Distance	TA	BAND
2025.07.18_22.51.22	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-85	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.22	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-85	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.22	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-85	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.23	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-83	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.24	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-83	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.25	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-83	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.25	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-81	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.26	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-81	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.28	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-81	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.29	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-81	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.29	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-81	-5	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.30	-17.43832	14.665407	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.31	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.31	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-77	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.33	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-77	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.34	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.34	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.35	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.36	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.37	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.37	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-81	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.38	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-75	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.39	-17.43836	14.665494	expresso	60803		2	10226	3000	3G	-75	-6	-	-	-	10662	146	65	-1		U1	
2025.07.18_22.51.39	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-75	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.39	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-83	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.40	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-83	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.42	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-75	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.43	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-75	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.44	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-77	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.45	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-77	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.46	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-83	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.47	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-83	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.47	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-83	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.47	-17.438387	14.665588	expresso	60803		2	10226	3000	3G	-83	-6	-	-	-	10662	146	67	-1		U1	
2025.07.18_22.51.48	-17.438387	14.665588	expresso	60803		2	10385	3000	3G	-77	-6	-	-	-	10662	184	67	-1		U1	
2025.07.18_22.51.48	-17.438423	14.665682	expresso	60803		2	10385	3000	3G	-77	-6	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.51.56	-17.438475	14.665764	expresso	60803		2	10385	3000	3G	-77	-6	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.51.57	-17.438475	14.665764	expresso	60803		2	10385	3000	3G	-77	-6	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.52.06	-17.438511	14.66586	expresso	60803		2	10385	3000	3G	-73	-6	-	-	-	10662	184	64	-1		U1	
2025.07.18_22.52.07	-17.438511	14.66586	expresso	60803		2	10385	3000	3G	-73	-6	-	-	-	10662	184	64	-1		U1	
2025.07.18_22.52.17	-17.438511	14.66586	expresso	60803		2	10385	3000	3G	-73	-5	-	-	-	10662	184	64	-1		U1	
2025.07.18_22.52.17	-17.438528	14.665949	expresso	60803		2	10385	3000	3G	-73	-5	-	-	-	10662	184	64	-1		U1	
2025.07.18_22.52.19	-17.438528	14.665949	expresso	60803		2	10385	3000	3G	-77	-5	-	-	-	10662	184	64	-1		U1	
2025.07.18_22.52.27	-17.438528	14.665949	expresso	60803		2	10385	3000	3G	-73	-4	-	-	-	10662	184	64	-1		U1	
2025.07.18_22.52.31	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-67	-4	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.52.37	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-71	-3	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.52.46	-17.438457	14.666009	expresso	60803		2	10226	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.52.55	-17.438457	14.666009	expresso	60803		2	10226	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.04	-17.438457	14.666009	expresso	60803		2	10226	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.05	-17.438457	14.666009	expresso	60803		2	10226	3000	3G	-69	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.06	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-69	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.15	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-69	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.23	-17.438457	14.666009	expresso	60803		2	10226	3000	3G	-67	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.32	-17.438457	14.666009	expresso	60803		2	10226	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.37	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-67	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.37	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-67	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.38	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.39	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.39	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.39	-17.438457	14.666009	expresso	60803		2	10385	3000	3G	-71	-2	-	-	-	10662	184	65	-1		U1	
2025.07.18_22.53.40	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-71	-2	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.40	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-71	-2	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.41	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-77	-2	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.42	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-77	-2	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.43	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-77	-3	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.44	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-77	-3	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.45	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-73	-3	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.46	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-73	-3	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.47	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-77	-4	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.48	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-77	-4	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.49	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-79	-6	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.49	-17.438383	14.666064	expresso	60803		2	10385	3000	3G	-79	-6	-	-	-	10662	184	66	-1		U1	
2025.07.18_22.53.50	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-79	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.50	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-79	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.51	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-71	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.52	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-71	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.52	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-71	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.53	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-77	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.54	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-77	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.55	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-85	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.56	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-85	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.57	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-81	-6	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.58	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-81	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.53.59	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-77	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.54.00	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-77	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.54.01	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-75	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.54.02	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-75	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.54.03	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-75	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.54.03	-17.438287	14.66604	expresso	60803		2	10385	3000	3G	-75	-7	-	-	-	10662	184	62	-1		U1	
2025.07.18_22.54.03	-17.438287	14.66604	expresso	60803		2	10223	3000	3G	-81	-8	-	-	-	10637	146	62	-1		U1	
2025.07.18_22.54.11	-17.438194	14.666034	expresso	60803		2	10223	3000	3G	-75	-8	-	-	-	10637	146	62	-1		U1	
2025.07.18_22.54.12	-17.438194	14.666034	expresso	60803		2	10223	3000	3G	-75	-7	-	-	-	10637	146	62	-1		U1	
2025.07.18_22.54.22	-17.438194	14.666034	expresso	60803		2	10223	3000	3G	-73	-5	-	-	-	10637	146	62	-1		U1	
2025.07.18_22.54.24	-17.438103	14.66601	expresso	60803		2	10223	3000	3G	-71	-5	-	-	-	10637	146	65	-1		U1	
2025.07.18_22.54.32	-17.438103	14.66601	expresso	60803		2	10223	3000	3G	-73	-5	-	-	-	10637	146	65	-1		U1	
2025.07.18_22.54.34	-17.438103	14.66601	expresso	60803		2	10382	3000	3G	-75	-5	-	-	-	10637	184	65	-1		U1	
2025.07.18_22.54.35	-17.438103	14.66601	expresso	60803		2	10382	3000	3G	-75	-5	-	-	-	10637	184	65	-1		U1	
2025.07.18_22.54.38	-17.438103	14.66601	expresso	60803		2	10223	3000	3G	-77	-5	-	-	-	10637	184	65	-1		U1	
2025.07.18_22.54.38	-17.438103	14.66601	expresso	60803		2	10382	3000	3G	-73	-5	-	-	-	10637	184	65	-1		U1	
2025.07.18_22.54.39	-17.438016	14.665958	expresso	60803		2	10382	3000	3G	-73	-5	-	-	-	10637	184	63	-1		U1	
2025.07.18_22.54.46	-17.438016	14.665958	expresso	60803		2	10222	3000	3G	-67	-4	-	-	-	10637	184	63	-1		U1	
2025.07.18_22.54.48	-17.438016	14.665958	expresso	60803		2	10223	3000	3G	-73	-3	-	-	-	10637	184	63	-1		U1	
2025.07.18_22.54.52	-17.437993	14.666054	expresso	60803		2	10223	3000	3G	-75	-3	-	-	-	10637	184	66	-1		U1	
2025.07.18_22.54.57	-17.437993	14.666054	expresso	60803		2	10223	3000	3G	-71	-3	-	-	-	10637	184	66	-1		U1	
2025.07.18_22.55.01	-17.437991	14.666153	expresso	60803		2	10223	3000	3G	-73	-4	-	-	-	10637	184	67	-1		U1	
2025.07.18_22.55.07	-17.437991	14.666153	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	184	67	-1		U1	
2025.07.18_22.55.13	-17.437956	14.666243	expresso	60803		2	10223	3000	3G	-73	-4	-	-	-	10637	184	67	-1		U1	
2025.07.18_22.55.17	-17.437956	14.666243	expresso	60803		2	10223	3000	3G	-67	-4	-	-	-	10637	184	67	-1		U1	
2025.07.18_22.55.20	-17.437956	14.666243	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	67	-1		U1	
2025.07.18_22.55.26	-17.437861	14.666274	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	184	70	-1		U1	
2025.07.18_22.55.27	-17.437861	14.666274	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	184	70	-1		U1	
2025.07.18_22.55.37	-17.437861	14.666274	expresso	60803		2	10223	3000	3G	-69	-3	-	-	-	10637	184	70	-1		U1	
2025.07.18_22.55.39	-17.437767	14.666262	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	184	73	-1		U1	
2025.07.18_22.55.47	-17.437767	14.666262	expresso	60803		2	10223	3000	3G	-81	-4	-	-	-	10637	184	73	-1		U1	
2025.07.18_22.55.50	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.54	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.54	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.55	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.55	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.56	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.56	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	184	74	-1		U1	
2025.07.18_22.55.57	-17.437673	14.666271	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	74	-1		U1	
2025.07.18_22.55.57	-17.437589	14.666313	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	73	-1		U1	
2025.07.18_22.55.58	-17.437589	14.666313	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	73	-1		U1	
2025.07.18_22.55.59	-17.437589	14.666313	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	146	73	-1		U1	
2025.07.18_22.56.00	-17.437589	14.666313	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	146	73	-1		U1	
2025.07.18_22.56.01	-17.437589	14.666313	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	146	73	-1		U1	
2025.07.18_22.56.02	-17.437589	14.666313	expresso	60803		2	10223	3000	3G	-77	-5	-	-	-	10637	146	73	-1		U1	
2025.07.18_22.56.03	-17.437589	14.666313	expresso	60803		2	10382	3000	3G	-87	-5	-	-	-	10637	184	73	-1		U1	
2025.07.18_22.56.04	-17.437589	14.666313	expresso	60803		2	10382	3000	3G	-87	-5	-	-	-	10637	184	73	-1		U1	
2025.07.18_22.56.05	-17.437589	14.666313	expresso	60803		2	10382	3000	3G	-85	-5	-	-	-	10637	184	73	-1		U1	
2025.07.18_22.56.06	-17.437589	14.666313	expresso	60803		2	10682	3000	3G	-85	-7	-	-	-	10637	175	73	-1		U1	
2025.07.18_22.56.06	-17.437589	14.666313	expresso	60803		2	10682	3000	3G	-85	-7	-	-	-	10637	175	73	-1		U1	
2025.07.18_22.56.07	-17.437589	14.666313	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	73	-1		U1	
2025.07.18_22.56.08	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.08	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.09	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.09	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.10	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.11	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.12	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.13	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-79	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.14	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-79	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.15	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.16	-17.437488	14.666327	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.56.17	-17.437393	14.666333	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	78	-1		U1	
2025.07.18_22.56.17	-17.437393	14.666333	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	78	-1		U1	
2025.07.18_22.56.18	-17.437393	14.666333	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	78	-1		U1	
2025.07.18_22.56.19	-17.437393	14.666333	expresso	60803		2	10223	3000	3G	-81	-7	-	-	-	10637	146	78	-1		U1	
2025.07.18_22.56.19	-17.437393	14.666333	expresso	60803		2	10223	3000	3G	-81	-7	-	-	-	10637	146	78	-1		U1	
2025.07.18_22.56.19	-17.437393	14.666333	expresso	60803		2	10223	3000	3G	-81	-7	-	-	-	10637	146	78	-1		U1	
2025.07.18_22.56.27	-17.4373	14.666321	expresso	60803		2	10223	3000	3G	-79	-7	-	-	-	10637	146	75	-1		U1	
2025.07.18_22.56.28	-17.4373	14.666321	expresso	60803		2	10223	3000	3G	-79	-7	-	-	-	10637	146	75	-1		U1	
2025.07.18_22.56.30	-17.4373	14.666321	expresso	60803		2	10382	3000	3G	-75	-7	-	-	-	10637	184	75	-1		U1	
2025.07.18_22.56.33	-17.4373	14.666321	expresso	60803		2	10223	3000	3G	-89	-7	-	-	-	10637	146	75	-1		U1	
2025.07.18_22.56.36	-17.437204	14.666312	expresso	60803		2	10223	3000	3G	-83	-7	-	-	-	10637	146	79	-1		U1	
2025.07.18_22.56.40	-17.437204	14.666312	expresso	60803		2	10682	3000	3G	-79	-8	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.56.45	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-65	-7	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.56.49	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-59	-4	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.56.52	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-59	-4	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.56.59	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-61	-2	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.57.09	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-65	-2	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.57.19	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-77	-3	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.57.29	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-81	-5	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.57.38	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.57.40	-17.437107	14.666329	expresso	60803		2	10682	3000	3G	-81	-4	-	-	-	10637	175	79	-1		U1	
2025.07.18_22.57.40	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.57.50	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.00	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.10	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.11	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.11	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.12	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.12	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.13	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.13	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.14	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.15	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.16	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.17	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-71	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.18	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-71	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.19	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.20	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.21	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.22	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.23	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.23	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.24	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.25	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.26	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.26	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.27	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.28	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.29	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.30	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.31	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.32	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.33	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.34	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.35	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.36	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.36	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.40	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.58.50	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-4	-	-	-	10637	175	77	-1		U1	
