Timestamp	Longitude	Latitude	Operatorname	Operator	Cellname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	ARFCN	PSC	Altitude	Distance	TA	BAND
2025.07.18_22.59.00	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.08	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-71	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.10	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.20	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.30	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.40	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.50	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_22.59.53	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-73	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.00	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-3	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.10	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-4	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.20	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-71	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.26	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.26	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.27	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.27	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.28	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.28	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.29	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.30	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.32	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.32	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.34	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.35	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.36	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.36	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-6	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.37	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.38	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.39	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.40	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.41	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.41	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.42	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.43	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-83	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.44	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.45	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.46	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.47	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-77	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.48	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.49	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.50	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.51	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.51	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.00.51	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-81	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.01.01	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-75	-5	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.01.11	-17.437014	14.666316	expresso	60803		2	10682	3000	3G	-79	-7	-	-	-	10637	175	77	-1		U1	
2025.07.18_23.01.13	-17.437014	14.666316	expresso	60803		2	10223	3000	3G	-83	-8	-	-	-	10637	146	77	-1		U1	
2025.07.18_23.01.19	-17.436923	14.666345	expresso	60803		2	10223	3000	3G	-81	-7	-	-	-	10637	146	79	-1		U1	
2025.07.18_23.01.22	-17.436923	14.666345	expresso	60803		2	10223	3000	3G	-77	-7	-	-	-	10637	146	79	-1		U1	
2025.07.18_23.01.25	-17.436923	14.666345	expresso	60803		2	10223	3000	3G	-81	-7	-	-	-	10637	146	79	-1		U1	
2025.07.18_23.01.25	-17.436827	14.666348	expresso	60803		2	10223	3000	3G	-81	-7	-	-	-	10637	146	75	-1		U1	
2025.07.18_23.01.32	-17.436827	14.666348	expresso	60803		2	10223	3000	3G	-79	-6	-	-	-	10637	146	75	-1		U1	
2025.07.18_23.01.33	-17.436734	14.666331	expresso	60803		2	10223	3000	3G	-77	-5	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.01.42	-17.436734	14.666331	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.01.52	-17.436734	14.666331	expresso	60803		2	10223	3000	3G	-71	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.02	-17.436734	14.666331	expresso	60803		2	10223	3000	3G	-63	-3	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.09	-17.436634	14.666325	expresso	60803		2	10223	3000	3G	-67	-3	-	-	-	10637	146	87	-1		U1	
2025.07.18_23.02.10	-17.436634	14.666325	expresso	60803		2	10223	3000	3G	-67	-3	-	-	-	10637	146	87	-1		U1	
2025.07.18_23.02.12	-17.436634	14.666325	expresso	60803		2	10223	3000	3G	-65	-3	-	-	-	10637	146	87	-1		U1	
2025.07.18_23.02.21	-17.436542	14.666345	expresso	60803		2	10223	3000	3G	-65	-3	-	-	-	10637	146	86	-1		U1	
2025.07.18_23.02.22	-17.436542	14.666345	expresso	60803		2	10223	3000	3G	-71	-3	-	-	-	10637	146	86	-1		U1	
2025.07.18_23.02.30	-17.436435	14.666333	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	146	84	-1		U1	
2025.07.18_23.02.32	-17.436435	14.666333	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	146	84	-1		U1	
2025.07.18_23.02.37	-17.436341	14.666336	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.42	-17.436341	14.666336	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.43	-17.436341	14.666336	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.43	-17.436341	14.666336	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.44	-17.436341	14.666336	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.44	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.44	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.45	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-75	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.45	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.46	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-77	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.47	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.48	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-79	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.49	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-81	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.50	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-81	-4	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.51	-17.436239	14.666341	expresso	60803		2	10223	3000	3G	-85	-5	-	-	-	10637	146	82	-1		U1	
2025.07.18_23.02.52	-17.436143	14.666329	expresso	60803		2	10223	3000	3G	-85	-5	-	-	-	10637	146	81	-1		U1	
2025.07.18_23.02.52	-17.436143	14.666329	expresso	60803		2	10223	3000	3G	-85	-5	-	-	-	10637	146	81	-1		U1	
2025.07.18_23.02.53	-17.436143	14.666329	expresso	60803		2	40221	3000	3G	-75	-5	-	-	-	2947	144	81	-1		U8	
2025.07.18_23.02.54	-17.436143	14.666329	expresso	60803		2	40221	3000	3G	-75	-6	-	-	-	2947	144	81	-1		U8	
2025.07.18_23.02.55	-17.436143	14.666329	expresso	60803		2	40221	3000	3G	-75	-6	-	-	-	2947	144	81	-1		U8	
2025.07.18_23.02.55	-17.436143	14.666329	expresso	60803		2	40221	3000	3G	-67	-6	-	-	-	2947	144	81	-1		U8	
2025.07.18_23.02.56	-17.436143	14.666329	expresso	60803		2	40221	3000	3G	-67	-6	-	-	-	2947	144	81	-1		U8	
2025.07.18_23.02.57	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-93	-9	10.0	-	-67	1673	322	81	-1		L3	
2025.07.18_23.02.58	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-93	-9	10.0	-	-67	1673	322	81	-1		L3	
2025.07.18_23.02.58	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-93	-9	10.0	-	-67	1673	322	81	-1	0	L3	
2025.07.18_23.02.59	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-93	-9	10.0	-	-67	1673	322	81	-1	0	L3	
2025.07.18_23.03.00	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-91	-11	9.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.01	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-91	-11	9.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.03	-17.436143	14.666329	expresso	60803		1022	4	4112	4G	-90	-10	8.0	-	-59	1673	322	81	-1	0	L3	
2025.07.18_23.03.03	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-90	-10	8.0	-	-59	1673	322	81	-1	0	L3	
2025.07.18_23.03.04	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-90	-10	8.0	-	-59	1673	322	81	-1	0	L3	
2025.07.18_23.03.05	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-90	-11	8.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.06	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-90	-11	8.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.06	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-91	-11	7.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.07	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-91	-11	7.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.08	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-91	-11	7.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.09	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-91	-11	7.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.09	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-91	-11	7.0	-	-61	1673	322	81	-1	0	L3	
2025.07.18_23.03.16	-17.436042	14.666334	expresso	60803		1022	4	4112	4G	-86	-9	4.0	-	-55	1673	322	81	-1	0	L3	
2025.07.18_23.03.23	-17.43596	14.666376	expresso	60803		1022	4	4112	4G	-84	-9	6.0	-	-55	1673	322	79	-1	0	L3	
2025.07.18_23.03.26	-17.43596	14.666376	expresso	60803		1022	4	4112	4G	-81	-9	6.0	-	-53	1673	322	79	-1	0	L3	
2025.07.18_23.03.36	-17.435871	14.666407	expresso	60803		1022	4	4112	4G	-82	-11	6.0	-	-53	1673	322	76	-1	0	L3	
2025.07.18_23.03.37	-17.435871	14.666407	expresso	60803		1022	4	4112	4G	-82	-11	6.0	-	-53	1673	322	76	-1	0	L3	
2025.07.18_23.03.42	-17.435871	14.666407	expresso	60803		1022	4	4112	4G	-75	-5	7.0	-	-51	1673	322	76	-1	0	L3	
2025.07.18_23.03.44	-17.435871	14.666407	expresso	60803		2	40222	3000	3G	-65	-13	-	-	-	2947	145	76	-1		U8	
2025.07.18_23.03.44	-17.435871	14.666407	expresso	60803		2	40222	3000	3G	-65	-13	-	-	-	2947	145	76	-1		U8	
2025.07.18_23.03.45	-17.435871	14.666407	expresso	60803		2	40221	3000	3G	-55	-11	-	-	-	2947	145	76	-1		U8	
2025.07.18_23.03.55	-17.435871	14.666407	expresso	60803		2	40221	3000	3G	-65	-7	-	-	-	2947	145	76	-1		U8	
2025.07.18_23.03.55	-17.43578	14.666436	expresso	60803		2	40221	3000	3G	-65	-7	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.04.05	-17.43578	14.666436	expresso	60803		2	40221	3000	3G	-57	-3	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.04.06	-17.435688	14.666456	expresso	60803		2	40221	3000	3G	-67	-3	-	-	-	2947	145	76	-1		U8	
2025.07.18_23.04.14	-17.435595	14.666466	expresso	60803		2	40221	3000	3G	-61	-3	-	-	-	2947	145	79	-1		U8	
2025.07.18_23.04.15	-17.435595	14.666466	expresso	60803		2	40221	3000	3G	-61	-3	-	-	-	2947	145	79	-1		U8	
2025.07.18_23.04.19	-17.435508	14.666432	expresso	60803		2	40221	3000	3G	-55	-4	-	-	-	2947	145	81	-1		U8	
2025.07.18_23.04.25	-17.435508	14.666432	expresso	60803		2	40221	3000	3G	-55	-3	-	-	-	2947	145	81	-1		U8	
2025.07.18_23.04.27	-17.435508	14.666432	expresso	60803		2	40221	3000	3G	-55	-3	-	-	-	2947	145	81	-1		U8	
2025.07.18_23.04.28	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-57	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.04.35	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-55	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.04.45	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-55	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.04.55	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-57	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.00	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-57	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.00	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-53	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.01	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-53	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.02	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-59	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.02	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-59	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.03	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-59	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.04	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-59	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.04	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-61	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.04	-17.435415	14.666421	expresso	60803		2	40221	3000	3G	-61	-2	-	-	-	2947	145	73	-1		U8	
2025.07.18_23.05.05	-17.435415	14.666421	expresso	60803		1022	1	4112	4G	-76	-9	16.0	-	-51	6200	322	73	-1		L20	
2025.07.18_23.05.06	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-87	-8	15.0	-	-63	1673	322	73	-1		L3	
2025.07.18_23.05.07	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-83	-6	15.0	-	-57	1673	322	73	-1	1	L3	
2025.07.18_23.05.08	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-83	-6	15.0	-	-57	1673	322	73	-1	1	L3	
2025.07.18_23.05.09	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-83	-7	15.0	-	-61	1673	322	73	-1	0	L3	
2025.07.18_23.05.10	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-83	-7	15.0	-	-61	1673	322	73	-1	0	L3	
2025.07.18_23.05.11	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-80	-6	15.0	-	-57	1673	322	73	-1	1	L3	
2025.07.18_23.05.12	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-80	-6	15.0	-	-57	1673	322	73	-1	1	L3	
2025.07.18_23.05.13	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-84	-6	14.0	-	-61	1673	322	73	-1	1	L3	
2025.07.18_23.05.14	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-84	-6	14.0	-	-61	1673	322	73	-1	1	L3	
2025.07.18_23.05.14	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-84	-6	14.0	-	-61	1673	322	73	-1	1	L3	
2025.07.18_23.05.15	-17.435415	14.666421	expresso	60803		1022	4	4112	4G	-83	-6	14.0	-	-59	1673	322	73	-1	1	L3	
2025.07.18_23.05.16	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-83	-6	14.0	-	-59	1673	322	76	-1	1	L3	
2025.07.18_23.05.16	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-83	-6	14.0	-	-59	1673	322	76	-1	1	L3	
2025.07.18_23.05.17	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-83	-9	14.0	-	-55	1673	322	76	-1	1	L3	
2025.07.18_23.05.17	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-83	-9	14.0	-	-55	1673	322	76	-1	1	L3	
2025.07.18_23.05.18	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-83	-9	15.0	-	-55	1673	322	76	-1	1	L3	
2025.07.18_23.05.19	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-79	-9	15.0	-	-53	1673	322	76	-1	0	L3	
2025.07.18_23.05.20	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-79	-9	14.0	-	-53	1673	322	76	-1	0	L3	
2025.07.18_23.05.21	-17.435334	14.666471	expresso	60803		1022	4	4112	4G	-78	-9	14.0	-	-51	1673	322	76	-1	1	L3	
2025.07.18_23.05.22	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-78	-9	14.0	-	-51	1673	322	70	-1	1	L3	
2025.07.18_23.05.22	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-78	-9	14.0	-	-51	1673	322	70	-1	1	L3	
2025.07.18_23.05.23	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-84	-9	14.0	-	-59	1673	322	70	-1	1	L3	
2025.07.18_23.05.24	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-84	-9	14.0	-	-59	1673	322	70	-1	1	L3	
2025.07.18_23.05.25	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-82	-10	14.0	-	-53	1673	322	70	-1	1	L3	
2025.07.18_23.05.26	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-82	-10	14.0	-	-53	1673	322	70	-1	1	L3	
2025.07.18_23.05.27	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-84	-10	14.0	-	-57	1673	322	70	-1	1	L3	
2025.07.18_23.05.27	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-84	-10	14.0	-	-57	1673	322	70	-1	1	L3	
2025.07.18_23.05.27	-17.435236	14.666482	expresso	60803		1022	4	4112	4G	-84	-10	14.0	-	-57	1673	322	70	-1	1	L3	
2025.07.18_23.05.30	-17.435138	14.666472	expresso	60803		1022	4	4112	4G	-81	-6	14.0	-	-57	1673	322	73	-1	0	L3	
2025.07.18_23.05.35	-17.435138	14.666472	expresso	60803		1022	4	4112	4G	-85	-7	15.0	-	-59	1673	322	73	-1	0	L3	
2025.07.18_23.05.43	-17.435046	14.666509	expresso	60803		1022	4	4112	4G	-83	-7	11.0	-	-57	1673	322	77	-1	0	L3	
2025.07.18_23.05.45	-17.435046	14.666509	expresso	60803		1022	4	4112	4G	-81	-9	11.0	-	-55	1673	322	77	-1	0	L3	
2025.07.18_23.05.52	-17.434945	14.666484	expresso	60803		1022	4	4112	4G	-78	-6	11.0	-	-55	1673	322	72	-1	0	L3	
2025.07.18_23.05.55	-17.434945	14.666484	expresso	60803		1022	4	4112	4G	-75	-7	10.0	-	-51	1673	322	72	-1	0	L3	
2025.07.18_23.06.00	-17.434945	14.666484	expresso	60803		1022	4	4112	4G	-76	-6	12.0	-	-51	1673	322	72	-1	0	L3	
2025.07.18_23.06.01	-17.434845	14.666507	expresso	60803		1022	4	4112	4G	-76	-6	12.0	-	-51	1673	322	70	-1	0	L3	
2025.07.18_23.06.02	-17.434845	14.666507	expresso	60803		2	10227	3000	3G	-67	-3	-	-	-	10687	144	70	-1		U1	
2025.07.18_23.06.02	-17.434845	14.666507	expresso	60803		2	10227	3000	3G	-67	-3	-	-	-	10687	144	70	-1		U1	
2025.07.18_23.06.10	-17.434742	14.666508	expresso	60803		2	10227	3000	3G	-65	-3	-	-	-	10687	144	72	-1		U1	
2025.07.18_23.06.11	-17.434742	14.666508	expresso	60803		2	10227	3000	3G	-63	-3	-	-	-	10687	144	72	-1		U1	
2025.07.18_23.06.16	-17.434648	14.666515	expresso	60803		2	10227	3000	3G	-69	-3	-	-	-	10687	144	69	-1		U1	
2025.07.18_23.06.21	-17.434648	14.666515	expresso	60803		2	10227	3000	3G	-63	-3	-	-	-	10687	144	69	-1		U1	
2025.07.18_23.06.23	-17.434552	14.666526	expresso	60803		2	10227	3000	3G	-69	-3	-	-	-	10687	144	66	-1		U1	
2025.07.18_23.06.30	-17.43445	14.666542	expresso	60803		2	10227	3000	3G	-65	-3	-	-	-	10687	144	66	-1		U1	
2025.07.18_23.06.32	-17.43445	14.666542	expresso	60803		2	10227	3000	3G	-65	-3	-	-	-	10687	144	66	-1		U1	
2025.07.18_23.06.37	-17.434356	14.666535	expresso	60803		2	10227	3000	3G	-79	-4	-	-	-	10687	144	69	-1		U1	
2025.07.18_23.06.42	-17.434356	14.666535	expresso	60803		2	10227	3000	3G	-79	-4	-	-	-	10687	144	69	-1		U1	
2025.07.18_23.06.44	-17.434264	14.666524	expresso	60803		2	10227	3000	3G	-75	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.06.45	-17.434264	14.666524	expresso	60803		2	10227	3000	3G	-73	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.06.52	-17.434264	14.666524	expresso	60803		2	10227	3000	3G	-77	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.06.54	-17.434167	14.666517	expresso	60803		2	10227	3000	3G	-75	-3	-	-	-	10687	144	75	-1		U1	
2025.07.18_23.07.02	-17.434167	14.666517	expresso	60803		2	10227	3000	3G	-79	-3	-	-	-	10687	144	75	-1		U1	
2025.07.18_23.07.03	-17.434077	14.666561	expresso	60803		2	10227	3000	3G	-83	-3	-	-	-	10687	144	73	-1		U1	
2025.07.18_23.07.11	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-73	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.12	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-77	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.18	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-81	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.18	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-87	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.19	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-87	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.20	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-87	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.20	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-81	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.21	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-81	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.21	-17.433985	14.666549	expresso	60803		2	10227	3000	3G	-81	-3	-	-	-	10687	144	71	-1		U1	
2025.07.18_23.07.22	-17.433985	14.666549	expresso	60803		1022	1	4112	4G	-73	-8	11.0	-	-51	6200	322	71	-1		L20	
2025.07.18_23.07.23	-17.433985	14.666549	expresso	60803		1022	1	4112	4G	-73	-8	11.0	-	-51	6200	322	71	-1	2	L20	
2025.07.18_23.07.24	-17.433985	14.666549	expresso	60803		1022	4	4112	4G	-92	-8	11.0	-	-65	1673	322	71	-1		L3	
2025.07.18_23.07.25	-17.433985	14.666549	expresso	60803		1022	4	4112	4G	-92	-8	10.0	-	-65	1673	322	71	-1	1	L3	
2025.07.18_23.07.25	-17.433881	14.66656	expresso	60803		1022	4	4112	4G	-92	-8	10.0	-	-65	1673	322	79	-1	1	L3	
