Timestamp	Longitude	Latitude	Operatorname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	EventType	EventDetails	State
2025.07.18_23.23.18	-17.429427	14.668753	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1025-1-1850-111:608-02-0--0-0-0	I
2025.07.18_23.23.20	-17.429427	14.668753	Yas	1025	1	701	4G	-78	-9	0.0	-	-65	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1025-1-1850-111	I
2025.07.18_23.23.24	-17.429335	14.668717	Yas	1025	1	701	4G	-73	-6	0.0	-	-67	CALL_START	608-02-701-1025-1 VOICE SEQUENCE:32	I
2025.07.18_23.23.32	-17.429237	14.668747	Yas	5	11542	43	3G	-99	-12	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1025-1-1850-111:608-02-43-5-11542-3060-346	VD
2025.07.18_23.23.32	-17.429237	14.668747	Yas	5	11542	43	3G	-99	-12	-	-	-	CSFB_4G3G	7998	VD
2025.07.18_23.24.09	-17.429055	14.668868	Yas	5	11542	43	3G	-103	-16	-	-	-	CALL_END	608-02-43-5-11542 VOICE SEQUENCE:32	VD
2025.07.18_23.24.39	-17.429013	14.669145	Yas	5	11542	43	3G	-101	-16	-	-	-	CALL_END	608-02-43-5-11542	D
2025.07.18_23.24.42	-17.429063	14.669225	Yas	5	11542	43	3G	-105	-18	-	-	-		START PING	I
2025.07.18_23.24.48	-17.429063	14.669225	Yas	5	11542	43	3G	-103	-14	-	-	-		START UPLOAD	D
2025.07.18_23.24.50	-17.429063	14.669225	Yas	1025	1	701	4G	-89	-8	0.0	-	-85	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-11542-3060-346:608-02-701-1025-1-1850-111	I
2025.07.18_23.25.01	-17.42903	14.669412	Yas	1025	1	701	4G	-106	-9	0.0	-	-93		START DOWNLOAD	D
2025.07.18_23.25.01	-17.42903	14.669412	Yas	1009	2	701	4G	-102	-11	0.0	-	-93	HANDOVER_DATA_4G4G	608-02-701-1025-1-1850-111:608-02-701-1009-2-1850-196	D
2025.07.18_23.25.43	-17.42906	14.669685	Yas	1009	2	701	4G	-101	-13	0.0	-	-89	CALL_START	608-02-701-1009-2 VOICE SEQUENCE:33	I
2025.07.18_23.25.45	-17.42906	14.669685	Yas	0	0	0	3G	-113	-14	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1009-2-1850-196:608-02-0-0-0-0-0	V
2025.07.18_23.25.45	-17.42906	14.669685	Yas	0	0	0	3G	-113	-14	-	-	-	CSFB_4G3G	2200	V
2025.07.18_23.25.51	-17.428997	14.669872	Yas	5	11542	43	2G	-91	-	-	-	-	IRAT_HANDOVER_VOICE_3G2G	608-02-0-0-0-0-0:608-02-43-5-11542-3060-346	VD
2025.07.18_23.26.28	-17.428643	14.669937	Yas	5	11542	43	3G	-97	-11	-	-	-	CALL_END	608-02-43-5-11542 VOICE SEQUENCE:33	V
2025.07.18_23.26.58	-17.428293	14.669753	Yas	5	11542	43	3G	-97	-12	-	-	-	CALL_END	608-02-43-5-11542	I
2025.07.18_23.26.59	-17.428293	14.669753	Yas	0	0	0	2G	-113	-	-	-	-	CELL_RESELECTION_2G2G	608-02-43-5-11542-3060-346:608-02-0-0-0-0-0	I
2025.07.18_23.27.01	-17.428293	14.669753	Yas	1009	12	701	4G	-74	-8	0.0	-	-67	IRAT_CELL_RESELECTION_2G4G	608-02-0-0-0-0-0:608-02-701-1009-12-6400-196	I
2025.07.18_23.27.01	-17.428293	14.669753	Yas	1009	12	701	4G	-74	-8	0.0	-	-67		START PING	I
2025.07.18_23.27.03	-17.428293	14.669753	Yas	1009	2	701	4G	-73	-9	0.0	-	-69	HANDOVER_DATA_4G4G	608-02-701-1009-12-6400-196:608-02-701-1009-2-1850-196	D
2025.07.18_23.27.06	-17.428293	14.669753	Yas	1009	2	701	4G	-80	-10	0.0	-	-59		START UPLOAD	D
2025.07.18_23.27.19	-17.428102	14.669758	Yas	1009	2	701	4G	-89	-9	0.0	-	-75		START DOWNLOAD	D
2025.07.18_23.27.37	-17.42792	14.669805	Yas	1009	32	701	4G	-94	-11	0.0	-	-85	CELL_RESELECTION_4G4G	608-02-701-1009-2-1850-196:608-02-701-1009-32-3050-196	I
2025.07.18_23.28.01	-17.427823	14.669825	Yas	1009	32	701	4G	-94	-9	0.0	-	-85	CALL_START	608-02-701-1009-32 VOICE SEQUENCE:34	D
2025.07.18_23.28.08	-17.427718	14.669827	Yas	5	10257	43	3G	-91	-12	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1009-32-3050-196:608-02-43-5-10257-10563-2	V
2025.07.18_23.28.08	-17.427718	14.669827	Yas	5	10257	43	3G	-91	-12	-	-	-	CSFB_4G3G	7243	V
2025.07.18_23.28.46	-17.427353	14.669812	Yas	5	10257	43	3G	-91	-14	-	-	-	CALL_END	608-02-43-5-10257 VOICE SEQUENCE:34	V
2025.07.18_23.29.11	-17.427195	14.670038	Yas	5	10257	43	3G	-95	-10	-	-	-	CALL_END	608-02-43-5-10257	I
2025.07.18_23.29.19	-17.427143	14.670125	Yas	5	10257	43	3G	-95	-10	-	-	-		START PING	I
2025.07.18_23.29.20	-17.427143	14.670125	Yas	1009	32	701	4G	-106	-10	0.0	-	-97	IRAT_HANDOVER_DATA_3G4G	608-02-43-5-10257-10563-2:608-02-701-1009-32-3050-196	D
2025.07.18_23.29.27	-17.427053	14.670165	Yas	1009	32	701	4G	-104	-10	0.0	-	-93		START UPLOAD	D
2025.07.18_23.29.40	-17.427008	14.67025	Yas	1009	32	701	4G	-105	-10	0.0	-	-91		START DOWNLOAD	D
2025.07.18_23.29.56	-17.426963	14.670337	Yas	1009	2	701	4G	-101	-12	0.0	-	-89	CELL_RESELECTION_4G4G	608-02-701-1009-32-3050-196:608-02-701-1009-2-1850-196	I
2025.07.18_23.30.07	-17.426932	14.670427	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1009-2-1850-196:608-02-0--0-0-0	D
2025.07.18_23.30.09	-17.426932	14.670427	Yas	1009	2	701	4G	-104	-10	0.0	-	-95	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1009-2-1850-196	I
2025.07.18_23.30.15	-17.426932	14.670427	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1009-2-1850-196:608-02-0--0-0-0	I
2025.07.18_23.30.17	-17.426932	14.670427	Yas	1009	2	701	4G	-105	-10	0.0	-	-93	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1009-2-1850-196	I
2025.07.18_23.30.22	-17.426932	14.670427	Yas	1009	2	701	4G	-106	-10	0.0	-	-97	CALL_START	608-02-701-1009-2 VOICE SEQUENCE:35	I
2025.07.18_23.30.30	-17.426873	14.670512	Yas	5	10098	43	3G	-81	-6	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1009-2-1850-196:608-02-43-5-10098-10563-282	V
2025.07.18_23.30.30	-17.426873	14.670512	Yas	5	10098	43	3G	-81	-6	-	-	-	CSFB_4G3G	7897	V
2025.07.18_23.31.07	-17.426723	14.67075	Yas	5	10098	43	3G	-87	-9	-	-	-	CALL_END	608-02-43-5-10098 VOICE SEQUENCE:35	V
2025.07.18_23.31.32	-17.426785	14.670828	Yas	5	10098	43	3G	-89	-11	-	-	-	CALL_END	608-02-43-5-10098	I
2025.07.18_23.31.37	-17.426768	14.670922	Yas	1009	2	701	4G	-105	-10	0.0	-	-95	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-10098-10563-282:608-02-701-1009-2-1850-196	I
2025.07.18_23.31.40	-17.426768	14.670922	Yas	1009	2	701	4G	-104	-12	0.0	-	-95		START PING	I
2025.07.18_23.31.45	-17.426712	14.670993	Yas	1009	2	701	4G	-108	-15	0.0	-	-91		START UPLOAD	I
2025.07.18_23.31.58	-17.426712	14.670993	Yas	1009	2	701	4G	-109	-14	0.0	-	-95		START DOWNLOAD	D
2025.07.18_23.32.15	-17.426648	14.67106	Yas	1588	2	701	4G	-108	-16	0.0	-	-93	CELL_RESELECTION_4G4G	608-02-701-1009-2-1850-196:608-02-701-1588-2-1850-463	I
2025.07.18_23.32.19	-17.426672	14.671157	Yas	1009	32	701	4G	-114	-10	0.0	-	-99	HANDOVER_DATA_4G4G	608-02-701-1588-2-1850-463:608-02-701-1009-32-3050-196	D
2025.07.18_23.32.40	-17.426653	14.671247	Yas	1009	32	701	4G	-117	-12	0.0	-	-101	CALL_START	608-02-701-1009-32 VOICE SEQUENCE:36	I
2025.07.18_23.32.41	-17.426653	14.671247	Yas	0	0	0	4G	-117	-12	0.0	-	-107	HANDOVER_VOICE_4G4G	608-02-701-1009-32-3050-196:608-02-0-0-0-0-0	VD
2025.07.18_23.32.48	-17.426653	14.671247	Yas	5	10098	43	2G	-101	-	-	-	-	IRAT_HANDOVER_VOICE_4G2G	608-02-0-0-0-0-0:608-02-43-5-10098-10563-282	V
2025.07.18_23.32.48	-17.426653	14.671247	Yas	5	10098	43	2G	-101	-	-	-	-	CSFB_4G2G	7758	V
2025.07.18_23.33.08	-17.426645	14.671345	Yas	5	10257	43	3G	-103	-18	-	-	-	IRAT_HANDOVER_VOICE_2G3G	608-02-43-5-10098-10563-282:608-02-43-5-10257-10563-2	VD
2025.07.18_23.33.18	-17.426653	14.671442	Yas	5	10098	43	3G	-99	-15	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10257-10563-2:608-02-43-5-10098-10563-282	V
2025.07.18_23.33.22	-17.426593	14.671512	Yas	5	10257	43	3G	-97	-17	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10098-10563-282:608-02-43-5-10257-10563-2	V
2025.07.18_23.33.25	-17.426593	14.671512	Yas	5	10257	43	3G	-97	-17	-	-	-	CALL_END	608-02-43-5-10257 VOICE SEQUENCE:36	V
2025.07.18_23.33.51	-17.426593	14.671512	Yas	5	10257	43	3G	-99	-17	-	-	-	CALL_END	608-02-43-5-10257	I
2025.07.18_23.33.57	-17.426608	14.671607	Yas	1009	32	701	4G	-119	-14	0.0	-	-105	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-10257-10563-2:608-02-701-1009-32-3050-196	I
2025.07.18_23.33.58	-17.426608	14.671607	Yas	1009	42	701	4G	-119	-14	0.0	-	-99		START PING	I
2025.07.18_23.33.58	-17.426608	14.671607	Yas	1009	42	701	4G	-111	-12	0.0	-	-99	CELL_RESELECTION_4G4G	608-02-701-1009-32-3050-196:608-02-701-1009-42-500-196	I
2025.07.18_23.34.03	-17.426608	14.671607	Yas	1009	42	701	4G	-110	-14	0.0	-	-97		START UPLOAD	D
2025.07.18_23.34.16	-17.42659	14.671703	Yas	1009	42	701	4G	-107	-13	0.0	-	-95		START DOWNLOAD	D
2025.07.18_23.34.47	-17.426578	14.6719	Yas	1638	42	701	4G	-101	-11	0.0	-	-91	CELL_RESELECTION_4G4G	608-02-701-1009-42-500-196:608-02-701-1638-42-500-171	I
2025.07.18_23.34.50	-17.426563	14.672	Yas	1009	12	701	4G	-107	-19	0.0	-	-89	CELL_RESELECTION_4G4G	608-02-701-1638-42-500-171:608-02-701-1009-12-6400-196	I
2025.07.18_23.34.52	-17.426563	14.672	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1009-12-6400-196:608-02-0--0-0-0	D
2025.07.18_23.34.54	-17.426563	14.672	Yas	1154	11	701	4G	-103	-12	0.0	-	-93	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1154-11-6400-179	I
2025.07.18_23.34.58	-17.426552	14.6721	Yas	1154	11	701	4G	-104	-13	0.0	-	-91	CALL_START	608-02-701-1154-11 VOICE SEQUENCE:37	I
2025.07.18_23.35.00	-17.426552	14.6721	Yas	0	0	0	4G	-104	-13	0.0	-	-91	HANDOVER_VOICE_4G4G	608-02-701-1154-11-6400-179:608-02-0-0-0-0-0	VD
2025.07.18_23.35.06	-17.42662	14.67217	Yas	5	10241	43	2G	-89	-	-	-	-	IRAT_HANDOVER_VOICE_4G2G	608-02-0-0-0-0-0:608-02-43-5-10241-3060-271	V
2025.07.18_23.35.06	-17.42662	14.67217	Yas	5	10241	43	2G	-89	-	-	-	-	CSFB_4G2G	7488	V
2025.07.18_23.35.43	-17.427015	14.672188	Yas	5	10241	43	3G	-91	-12	-	-	-	CALL_END	608-02-43-5-10241 VOICE SEQUENCE:37	V
2025.07.18_23.36.10	-17.427202	14.672243	Yas	5	10241	43	3G	-97	-20	-	-	-	CALL_END	608-02-43-5-10241	I
2025.07.18_23.36.11	-17.427202	14.672243	Yas	1009	42	701	4G	-89	-11	0.0	-	-91	IRAT_CELL_RESELECTION_2G4G	608-02-43-5-10241-3060-271:608-02-701-1009-42-500-196	I
2025.07.18_23.36.16	-17.427202	14.672243	Yas	1009	42	701	4G	-89	-11	0.0	-	-91		START PING	I
2025.07.18_23.36.18	-17.427202	14.672243	Yas	1009	2	701	4G	-97	-13	0.0	-	-91	CELL_RESELECTION_4G4G	608-02-701-1009-42-500-196:608-02-701-1009-2-1850-196	D
2025.07.18_23.36.21	-17.427202	14.672243	Yas	1009	2	701	4G	-97	-13	0.0	-	-91		START UPLOAD	I
2025.07.18_23.36.34	-17.427202	14.672243	Yas	1009	2	701	4G	-93	-12	0.0	-	-91		START DOWNLOAD	I
2025.07.18_23.37.08	-17.427295	14.672238	Yas	1009	32	701	4G	-105	-11	0.0	-	-91	CELL_RESELECTION_4G4G	608-02-701-1009-2-1850-196:608-02-701-1009-32-3050-196	I
2025.07.18_23.37.16	-17.427295	14.672238	Yas	1009	32	701	4G	-105	-11	0.0	-	-91	CALL_START	608-02-701-1009-32 VOICE SEQUENCE:38	I
2025.07.18_23.37.18	-17.427393	14.672247	Yas	0	0	0	3G	-113	-20	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1009-32-3050-196:608-02-0-0-0-0-0	V
2025.07.18_23.37.18	-17.427393	14.672247	Yas	0	0	0	3G	-113	-20	-	-	-	CSFB_4G3G	2170	V
2025.07.18_23.37.27	-17.427393	14.672247	Yas	5	10241	43	2G	-99	-	-	-	-	IRAT_HANDOVER_VOICE_3G2G	608-02-0-0-0-0-0:608-02-43-5-10241-3060-271	V
2025.07.18_23.38.01	-17.42778	14.67234	Yas	5	10241	43	3G	-99	-22	-	-	-	CALL_END	608-02-43-5-10241 VOICE SEQUENCE:38	VD
2025.07.18_23.38.31	-17.42805	14.672423	Yas	5	10241	43	3G	-95	-12	-	-	-	CALL_END	608-02-43-5-10241	D
2025.07.18_23.38.32	-17.42805	14.672423	Yas	1009	11	701	4G	-100	-12	0.0	-	-91	IRAT_HANDOVER_DATA_2G4G	608-02-43-5-10241-3060-271:608-02-701-1009-11-6400-180	I
2025.07.18_23.38.34	-17.42805	14.672423	Yas	1009	11	701	4G	-100	-12	0.0	-	-91		START PING	D
2025.07.18_23.38.38	-17.42805	14.672423	Yas	1009	31	701	4G	-117	-14	0.0	-	-91	HANDOVER_DATA_4G4G	608-02-701-1009-11-6400-180:608-02-701-1009-31-3050-180	I
2025.07.18_23.38.39	-17.42805	14.672423	Yas	1009	31	701	4G	-117	-14	0.0	-	-91		START UPLOAD	I
2025.07.18_23.38.52	-17.428143	14.672433	Yas	1009	31	701	4G	-118	-13	0.0	-	-91		START DOWNLOAD	I
2025.07.18_23.38.58	-17.428238	14.672463	Yas	1009	32	701	4G	-114	-11	0.0	-	-101	HANDOVER_DATA_4G4G	608-02-701-1009-31-3050-180:608-02-701-1009-32-3050-196	I
2025.07.18_23.39.16	-17.428428	14.672507	Yas	1009	11	701	4G	-94	-12	0.0	-	-87	HANDOVER_DATA_4G4G	608-02-701-1009-32-3050-196:608-02-701-1009-11-6400-180	I
2025.07.18_23.39.22	-17.428515	14.672548	Yas	1009	1	701	4G	-106	-17	0.0	-	-89	CELL_RESELECTION_4G4G	608-02-701-1009-11-6400-180:608-02-701-1009-1-1850-180	I
2025.07.18_23.39.28	-17.428515	14.672548	Yas	1009	31	701	4G	-109	-16	0.0	-	-93	CELL_RESELECTION_4G4G	608-02-701-1009-1-1850-180:608-02-701-1009-31-3050-180	I
2025.07.18_23.39.34	-17.428515	14.672548	Yas	1009	1	701	4G	-102	-16	0.0	-	-87	CELL_RESELECTION_4G4G	608-02-701-1009-31-3050-180:608-02-701-1009-1-1850-180	I
2025.07.18_23.39.34	-17.428515	14.672548	Yas	1009	1	701	4G	-102	-16	0.0	-	-87	CALL_START	608-02-701-1009-1 VOICE SEQUENCE:39	I
2025.07.18_23.39.36	-17.428515	14.672548	Yas	0	0	0	3G	-113	-12	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1009-1-1850-180:608-02-0-0-0-0-0	VD
2025.07.18_23.39.36	-17.428515	14.672548	Yas	0	0	0	3G	-113	-12	-	-	-	CSFB_4G3G	1781	VD
2025.07.18_23.39.41	-17.428637	14.67257	Yas	5	10097	43	2G	-91	-	-	-	-	IRAT_HANDOVER_VOICE_3G2G	608-02-0-0-0-0-0:608-02-43-5-10097-10563-274	VD
2025.07.18_23.39.58	-17.428728	14.672585	Yas	5	10098	43	3G	-81	-10	-	-	-	IRAT_HANDOVER_VOICE_2G3G	608-02-43-5-10097-10563-274:608-02-43-5-10098-10563-282	V
2025.07.18_23.40.06	-17.42883	14.672568	Yas	5	10097	43	3G	-87	-21	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10098-10563-282:608-02-43-5-10097-10563-274	V
2025.07.18_23.40.19	-17.42902	14.672612	Yas	5	10097	43	3G	-87	-9	-	-	-	CALL_END	608-02-43-5-10097 VOICE SEQUENCE:39	V
2025.07.18_23.40.27	-17.42902	14.672612	Yas	5	10098	43	3G	-81	-10	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10097-10563-274:608-02-43-5-10098-10563-282	V
2025.07.18_23.40.40	-17.429203	14.67266	Yas	5	10098	43	3G	-87	-10	-	-	-	CALL_END	608-02-43-5-10098	I
2025.07.18_23.40.45	-17.429203	14.67266	Yas	1009	1	701	4G	-105	-14	0.0	-	-89	IRAT_HANDOVER_DATA_3G4G	608-02-43-5-10098-10563-282:608-02-701-1009-1-1850-180	D
2025.07.18_23.40.52	-17.429308	14.672668	Yas	1009	1	701	4G	-106	-18	0.0	-	-89		START PING	I
2025.07.18_23.40.56	-17.429308	14.672668	Yas	1009	1	701	4G	-106	-17	0.0	-	-89		START UPLOAD	D
2025.07.18_23.41.09	-17.429492	14.672703	Yas	1009	1	701	4G	-103	-13	0.0	-	-91		START DOWNLOAD	D
2025.07.18_23.41.35	-17.429678	14.672643	Yas	1154	1	701	4G	-101	-16	0.0	-	-85	CELL_RESELECTION_4G4G	608-02-701-1009-1-1850-180:608-02-701-1154-1-1850-465	I
2025.07.18_23.41.51	-17.429857	14.672738	Yas	1154	1	701	4G	-106	-13	0.0	-	-93	CALL_START	608-02-701-1154-1 VOICE SEQUENCE:40	I
2025.07.18_23.41.53	-17.429857	14.672738	Yas	0	0	0	4G	-106	-13	0.0	-	-85	HANDOVER_VOICE_4G4G	608-02-701-1154-1-1850-465:608-02-0-0-0-0-0	VD
2025.07.18_23.41.59	-17.429857	14.672738	Yas	5	10094	43	2G	-91	-	-	-	-	CSFB_4G2G	7902	VD
2025.07.18_23.41.59	-17.429857	14.672738	Yas	5	10094	43	2G	-91	-	-	-	-	IRAT_HANDOVER_VOICE_4G2G	608-02-0-0-0-0-0:608-02-43-5-10094-10838-274	VD
2025.07.18_23.42.36	-17.430327	14.67279	Yas	5	10094	43	3G	-83	-11	-	-	-	CALL_END	608-02-43-5-10094 VOICE SEQUENCE:40	V
2025.07.18_23.43.03	-17.430502	14.672873	Yas	5	10094	43	3G	-71	-12	-	-	-	CALL_END	608-02-43-5-10094	I
2025.07.18_23.43.08	-17.430502	14.672873	Yas		0	0	2G	-113	-	-	-	-	HANDOVER_DATA_2G2G	608-02-43-5-10094-10838-274:608-02-0--0-0-0	D
2025.07.18_23.43.09	-17.430502	14.672873	Yas		0	0	2G	-113	-	-	-	-		START PING	D
2025.07.18_23.43.11	-17.430502	14.672873	Yas	1009	1	701	4G	-105	-18	0.0	-	-87	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1009-1-1850-180	D
2025.07.18_23.43.14	-17.430573	14.672937	Yas	1009	1	701	4G	-105	-14	0.0	-	-91		START UPLOAD	D
2025.07.18_23.43.27	-17.430573	14.672937	Yas	1009	1	701	4G	-103	-15	0.0	-	-89		START DOWNLOAD	D
2025.07.18_23.44.03	-17.430857	14.672942	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1009-1-1850-180:608-02-0--0-0-0	I
2025.07.18_23.44.05	-17.430857	14.672942	Yas	1009	1	701	4G	-102	-16	0.0	-	-77	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1009-1-1850-180	I
2025.07.18_23.44.09	-17.430857	14.672942	Yas	1009	1	701	4G	-100	-16	0.0	-	-77	CALL_START	608-02-701-1009-1 VOICE SEQUENCE:41	D
2025.07.18_23.44.18	-17.430857	14.672942	Yas	5	16382	43	3G	-83	-10	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1009-1-1850-180:608-02-43-5-16382-3060-51	V
2025.07.18_23.44.18	-17.430857	14.672942	Yas	5	16382	43	3G	-83	-10	-	-	-	CSFB_4G3G	9030	V
2025.07.18_23.44.40	-17.430857	14.672942	Yas	5	16382	43	3G	-95	-16	-	-	-	CALL_DROP	608-02-43-5-16382 VOICE SEQUENCE:41	I
2025.07.18_23.44.41	-17.430857	14.672942	Yas	1009	11	701	4G	-88	-14	0.0	-	-75	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-16382-3060-51:608-02-701-1009-11-6400-180	I
2025.07.18_23.44.43	-17.430857	14.672942	Yas		0	0	2G	-113	-	-	-	-	IRAT_HANDOVER_DATA_4G2G	608-02-701-1009-11-6400-180:608-02-0--0-0-0	D
2025.07.18_23.44.47	-17.430857	14.672942	Yas	1009	1	701	4G	-93	-17	0.0	-	-81	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1009-1-1850-180	I
